#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Ifnb1	Il17a	10090.ENSMUSP00000056720	10090.ENSMUSP00000027061	0	0	0	0	0.101	0	0	0.708	0.726
Ifnb1	Il1b	10090.ENSMUSP00000056720	10090.ENSMUSP00000028881	0	0	0	0	0.126	0	0	0.837	0.851
Ifnb1	Il2	10090.ENSMUSP00000056720	10090.ENSMUSP00000029275	0	0	0	0	0	0	0	0.732	0.732
Ifnb1	Itgax	10090.ENSMUSP00000056720	10090.ENSMUSP00000033053	0	0	0	0	0	0.042	0	0.668	0.668
Ifnb1	Mog	10090.ENSMUSP00000056720	10090.ENSMUSP00000099726	0	0	0	0	0.053	0	0	0.559	0.564
Ifnb1	Ptprc	10090.ENSMUSP00000056720	10090.ENSMUSP00000138350	0	0	0	0	0	0	0	0.609	0.609
Ifnb1	Ifng	10090.ENSMUSP00000056720	10090.ENSMUSP00000063800	0	0	0	0	0.126	0	0	0.884	0.894
Ifng	Il4	10090.ENSMUSP00000063800	10090.ENSMUSP00000000889	0	0	0	0	0.156	0	0	0.965	0.969
Ifng	Il7r	10090.ENSMUSP00000063800	10090.ENSMUSP00000003981	0	0	0	0	0.110	0	0.650	0.797	0.931
Ifng	Il10	10090.ENSMUSP00000063800	10090.ENSMUSP00000016673	0	0	0	0	0.587	0	0	0.967	0.986
Ifng	Tnf	10090.ENSMUSP00000063800	10090.ENSMUSP00000025263	0	0	0	0	0.181	0	0	0.965	0.970
Ifng	Il6	10090.ENSMUSP00000063800	10090.ENSMUSP00000026845	0	0	0	0	0.124	0	0	0.966	0.969
Ifng	Il17a	10090.ENSMUSP00000063800	10090.ENSMUSP00000027061	0	0	0	0	0.136	0	0	0.953	0.958
Ifng	Il1b	10090.ENSMUSP00000063800	10090.ENSMUSP00000028881	0	0	0	0	0.291	0	0	0.988	0.991
Ifng	Il2	10090.ENSMUSP00000063800	10090.ENSMUSP00000029275	0	0	0	0	0.305	0	0	0.962	0.972
Ifng	Itgax	10090.ENSMUSP00000063800	10090.ENSMUSP00000033053	0	0	0	0	0.071	0	0	0.875	0.878
Ifng	Mog	10090.ENSMUSP00000063800	10090.ENSMUSP00000099726	0	0	0	0	0	0.065	0	0.779	0.784
Ifng	Ptprc	10090.ENSMUSP00000063800	10090.ENSMUSP00000138350	0	0	0	0	0.100	0	0	0.884	0.892
Il10	Il4	10090.ENSMUSP00000016673	10090.ENSMUSP00000000889	0	0	0	0	0.082	0	0	0.960	0.962
Il10	Il7r	10090.ENSMUSP00000016673	10090.ENSMUSP00000003981	0	0	0	0	0.061	0	0.650	0.796	0.927
Il10	Mog	10090.ENSMUSP00000016673	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.709	0.709
Il10	Ptprc	10090.ENSMUSP00000016673	10090.ENSMUSP00000138350	0	0	0	0	0.071	0	0	0.824	0.830
Il10	Itgax	10090.ENSMUSP00000016673	10090.ENSMUSP00000033053	0	0	0	0	0.061	0	0	0.855	0.858
Il10	Il2	10090.ENSMUSP00000016673	10090.ENSMUSP00000029275	0	0	0	0	0.079	0	0	0.941	0.944
Il10	Il17a	10090.ENSMUSP00000016673	10090.ENSMUSP00000027061	0	0	0	0	0.177	0	0	0.941	0.949
Il10	Tnf	10090.ENSMUSP00000016673	10090.ENSMUSP00000025263	0	0	0	0	0.307	0	0	0.960	0.971
Il10	Il6	10090.ENSMUSP00000016673	10090.ENSMUSP00000026845	0	0	0	0	0.160	0	0	0.969	0.973
Il10	Il1b	10090.ENSMUSP00000016673	10090.ENSMUSP00000028881	0	0	0	0	0.447	0	0	0.965	0.979
Il17a	Il4	10090.ENSMUSP00000027061	10090.ENSMUSP00000000889	0	0	0	0	0.166	0	0	0.925	0.934
Il17a	Il7r	10090.ENSMUSP00000027061	10090.ENSMUSP00000003981	0	0	0	0	0	0	0	0.815	0.815
Il17a	Tnf	10090.ENSMUSP00000027061	10090.ENSMUSP00000025263	0	0	0	0	0.116	0	0	0.926	0.932
Il17a	Il6	10090.ENSMUSP00000027061	10090.ENSMUSP00000026845	0	0	0	0	0.072	0	0	0.942	0.944
Il17a	Mog	10090.ENSMUSP00000027061	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.785	0.785
Il17a	Itgax	10090.ENSMUSP00000027061	10090.ENSMUSP00000033053	0	0	0	0	0	0	0	0.799	0.799
Il17a	Ptprc	10090.ENSMUSP00000027061	10090.ENSMUSP00000138350	0	0	0	0	0.059	0	0	0.822	0.825
Il17a	Il2	10090.ENSMUSP00000027061	10090.ENSMUSP00000029275	0	0	0	0	0.184	0.127	0	0.891	0.915
Il17a	Il1b	10090.ENSMUSP00000027061	10090.ENSMUSP00000028881	0	0	0	0	0.084	0	0	0.911	0.915
Il1b	Il4	10090.ENSMUSP00000028881	10090.ENSMUSP00000000889	0	0	0	0	0.076	0	0	0.943	0.945
Il1b	Il7r	10090.ENSMUSP00000028881	10090.ENSMUSP00000003981	0	0	0	0	0.160	0	0	0.585	0.637
Il1b	Tnf	10090.ENSMUSP00000028881	10090.ENSMUSP00000025263	0	0	0	0	0.655	0	0	0.969	0.989
Il1b	Il6	10090.ENSMUSP00000028881	10090.ENSMUSP00000026845	0	0	0	0	0.527	0	0	0.966	0.983
Il1b	Mog	10090.ENSMUSP00000028881	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.571	0.571
Il1b	Itgax	10090.ENSMUSP00000028881	10090.ENSMUSP00000033053	0	0	0	0	0.163	0	0	0.769	0.798
Il1b	Ptprc	10090.ENSMUSP00000028881	10090.ENSMUSP00000138350	0	0	0	0	0.205	0.045	0	0.770	0.810
Il1b	Il2	10090.ENSMUSP00000028881	10090.ENSMUSP00000029275	0	0	0	0	0.069	0	0	0.997	0.997
Il2	Il4	10090.ENSMUSP00000029275	10090.ENSMUSP00000000889	0	0	0	0	0.303	0	0	0.998	0.998
Il2	Il7r	10090.ENSMUSP00000029275	10090.ENSMUSP00000003981	0	0	0	0	0	0	0.650	0.892	0.960
Il2	Tnf	10090.ENSMUSP00000029275	10090.ENSMUSP00000025263	0	0	0	0	0.098	0	0	0.935	0.939
Il2	Il6	10090.ENSMUSP00000029275	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.997	0.997
Il2	Mog	10090.ENSMUSP00000029275	10090.ENSMUSP00000099726	0	0	0	0	0.080	0.049	0	0.652	0.669
Il2	Itgax	10090.ENSMUSP00000029275	10090.ENSMUSP00000033053	0	0	0	0	0.043	0.102	0	0.768	0.783
Il2	Ptprc	10090.ENSMUSP00000029275	10090.ENSMUSP00000138350	0	0	0	0	0	0	0	0.823	0.823
Il4	Mog	10090.ENSMUSP00000000889	10090.ENSMUSP00000099726	0	0	0	0	0.086	0.053	0	0.666	0.686
Il4	Ptprc	10090.ENSMUSP00000000889	10090.ENSMUSP00000138350	0	0	0	0	0.049	0	0	0.822	0.823
Il4	Itgax	10090.ENSMUSP00000000889	10090.ENSMUSP00000033053	0	0	0	0	0.065	0	0	0.841	0.845
Il4	Il7r	10090.ENSMUSP00000000889	10090.ENSMUSP00000003981	0	0	0	0	0	0	0.650	0.823	0.935
Il4	Tnf	10090.ENSMUSP00000000889	10090.ENSMUSP00000025263	0	0	0	0	0.064	0	0	0.937	0.938
Il4	Il6	10090.ENSMUSP00000000889	10090.ENSMUSP00000026845	0	0	0	0	0.042	0	0	0.948	0.948
Il6	Il7r	10090.ENSMUSP00000026845	10090.ENSMUSP00000003981	0	0	0	0	0.063	0	0.650	0.770	0.917
Il6	Tnf	10090.ENSMUSP00000026845	10090.ENSMUSP00000025263	0	0	0	0	0.301	0	0	0.962	0.972
Il6	Mog	10090.ENSMUSP00000026845	10090.ENSMUSP00000099726	0	0	0	0	0.046	0	0	0.661	0.662
Il6	Itgax	10090.ENSMUSP00000026845	10090.ENSMUSP00000033053	0	0	0	0	0.105	0	0	0.824	0.835
Il6	Ptprc	10090.ENSMUSP00000026845	10090.ENSMUSP00000138350	0	0	0	0	0.108	0	0	0.831	0.843
Il7r	Tnf	10090.ENSMUSP00000003981	10090.ENSMUSP00000025263	0	0	0	0	0.138	0	0	0.699	0.729
Il7r	Itgax	10090.ENSMUSP00000003981	10090.ENSMUSP00000033053	0	0	0	0	0.298	0	0	0.741	0.810
Il7r	Ptprc	10090.ENSMUSP00000003981	10090.ENSMUSP00000138350	0	0	0	0	0.385	0	0	0.845	0.901
Itgax	Tnf	10090.ENSMUSP00000033053	10090.ENSMUSP00000025263	0	0	0	0	0.150	0	0	0.843	0.860
Itgax	Mog	10090.ENSMUSP00000033053	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.606	0.606
Itgax	Ptprc	10090.ENSMUSP00000033053	10090.ENSMUSP00000138350	0	0	0	0	0.274	0.070	0	0.907	0.931
Mog	Tnf	10090.ENSMUSP00000099726	10090.ENSMUSP00000025263	0	0	0	0	0.049	0	0	0.667	0.669
Mog	Ptprc	10090.ENSMUSP00000099726	10090.ENSMUSP00000138350	0	0	0	0	0.068	0	0	0.644	0.654
Ptprc	Tnf	10090.ENSMUSP00000138350	10090.ENSMUSP00000025263	0	0	0	0	0.178	0.059	0	0.844	0.868
