#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Ifng	Sell	10090.ENSMUSP00000063800	10090.ENSMUSP00000027871	0	0	0	0	0.138	0	0	0.857	0.871
Ifng	Mtor	10090.ENSMUSP00000063800	10090.ENSMUSP00000099510	0	0	0	0	0	0	0	0.652	0.652
Ifng	Tnfrsf18	10090.ENSMUSP00000063800	10090.ENSMUSP00000099462	0	0	0	0	0.104	0	0	0.707	0.726
Ifng	Mog	10090.ENSMUSP00000063800	10090.ENSMUSP00000099726	0	0	0	0	0	0.065	0	0.779	0.784
Ifng	Stat5a	10090.ENSMUSP00000063800	10090.ENSMUSP00000102980	0	0	0	0	0.050	0.076	0	0.796	0.805
Ifng	Il22	10090.ENSMUSP00000063800	10090.ENSMUSP00000094449	0	0	0	0	0.116	0	0	0.882	0.891
Il10	Il4	10090.ENSMUSP00000016673	10090.ENSMUSP00000000889	0	0	0	0	0.082	0	0	0.960	0.962
Il10	Mog	10090.ENSMUSP00000016673	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.709	0.709
Il10	Tnfrsf18	10090.ENSMUSP00000016673	10090.ENSMUSP00000099462	0	0	0	0	0.044	0	0	0.731	0.731
Il10	Stat5a	10090.ENSMUSP00000016673	10090.ENSMUSP00000102980	0	0	0	0	0.056	0	0	0.747	0.751
Il10	Sell	10090.ENSMUSP00000016673	10090.ENSMUSP00000027871	0	0	0	0	0.080	0	0	0.742	0.753
Il10	Mtor	10090.ENSMUSP00000016673	10090.ENSMUSP00000099510	0	0	0	0	0	0	0	0.775	0.775
Il10	Il22	10090.ENSMUSP00000016673	10090.ENSMUSP00000094449	0	0	0	0	0.089	0	0	0.889	0.895
Il10	Il17a	10090.ENSMUSP00000016673	10090.ENSMUSP00000027061	0	0	0	0	0.177	0	0	0.941	0.949
Il10	Tnf	10090.ENSMUSP00000016673	10090.ENSMUSP00000025263	0	0	0	0	0.307	0	0	0.960	0.971
Il10	Il6	10090.ENSMUSP00000016673	10090.ENSMUSP00000026845	0	0	0	0	0.160	0	0	0.969	0.973
Il17a	Il4	10090.ENSMUSP00000027061	10090.ENSMUSP00000000889	0	0	0	0	0.166	0	0	0.925	0.934
Il17a	Tnf	10090.ENSMUSP00000027061	10090.ENSMUSP00000025263	0	0	0	0	0.116	0	0	0.926	0.932
Il17a	Il6	10090.ENSMUSP00000027061	10090.ENSMUSP00000026845	0	0	0	0	0.072	0	0	0.942	0.944
Il17a	Mtor	10090.ENSMUSP00000027061	10090.ENSMUSP00000099510	0	0	0	0	0	0	0	0.518	0.518
Il17a	Tnfrsf18	10090.ENSMUSP00000027061	10090.ENSMUSP00000099462	0	0	0	0	0.050	0	0	0.646	0.649
Il17a	Stat5a	10090.ENSMUSP00000027061	10090.ENSMUSP00000102980	0	0	0	0	0	0	0	0.708	0.708
Il17a	Sell	10090.ENSMUSP00000027061	10090.ENSMUSP00000027871	0	0	0	0	0.046	0	0	0.780	0.781
Il17a	Mog	10090.ENSMUSP00000027061	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.785	0.785
Il17a	Il22	10090.ENSMUSP00000027061	10090.ENSMUSP00000094449	0	0	0	0	0.240	0	0	0.918	0.935
Il22	Il4	10090.ENSMUSP00000094449	10090.ENSMUSP00000000889	0	0	0	0	0.095	0	0	0.814	0.825
Il22	Tnf	10090.ENSMUSP00000094449	10090.ENSMUSP00000025263	0	0	0	0	0	0	0	0.854	0.854
Il22	Il6	10090.ENSMUSP00000094449	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.864	0.864
Il22	Sell	10090.ENSMUSP00000094449	10090.ENSMUSP00000027871	0	0	0	0	0.056	0	0	0.515	0.522
Il22	Mog	10090.ENSMUSP00000094449	10090.ENSMUSP00000099726	0	0	0	0	0.081	0	0	0.424	0.448
Il22	Stat5a	10090.ENSMUSP00000094449	10090.ENSMUSP00000102980	0	0	0	0	0	0	0	0.610	0.610
Il4	Tnfrsf18	10090.ENSMUSP00000000889	10090.ENSMUSP00000099462	0	0	0	0	0.150	0	0	0.612	0.656
Il4	Mog	10090.ENSMUSP00000000889	10090.ENSMUSP00000099726	0	0	0	0	0.086	0.053	0	0.666	0.686
Il4	Stat5a	10090.ENSMUSP00000000889	10090.ENSMUSP00000102980	0	0	0	0	0.045	0	0	0.740	0.741
Il4	Sell	10090.ENSMUSP00000000889	10090.ENSMUSP00000027871	0	0	0	0	0.059	0	0	0.782	0.786
Il4	Mtor	10090.ENSMUSP00000000889	10090.ENSMUSP00000099510	0	0	0	0	0	0.501	0	0.604	0.794
Il4	Tnf	10090.ENSMUSP00000000889	10090.ENSMUSP00000025263	0	0	0	0	0.064	0	0	0.937	0.938
Il4	Il6	10090.ENSMUSP00000000889	10090.ENSMUSP00000026845	0	0	0	0	0.042	0	0	0.948	0.948
Il6	Tnf	10090.ENSMUSP00000026845	10090.ENSMUSP00000025263	0	0	0	0	0.301	0	0	0.962	0.972
Il6	Tnfrsf18	10090.ENSMUSP00000026845	10090.ENSMUSP00000099462	0	0	0	0	0.101	0	0	0.550	0.578
Il6	Mog	10090.ENSMUSP00000026845	10090.ENSMUSP00000099726	0	0	0	0	0.046	0	0	0.661	0.662
Il6	Sell	10090.ENSMUSP00000026845	10090.ENSMUSP00000027871	0	0	0	0	0.096	0	0	0.709	0.726
Il6	Mtor	10090.ENSMUSP00000026845	10090.ENSMUSP00000099510	0	0	0	0	0	0	0	0.806	0.806
Il6	Stat5a	10090.ENSMUSP00000026845	10090.ENSMUSP00000102980	0	0	0	0	0.075	0	0	0.859	0.864
Mog	Tnf	10090.ENSMUSP00000099726	10090.ENSMUSP00000025263	0	0	0	0	0.049	0	0	0.667	0.669
Mog	Sell	10090.ENSMUSP00000099726	10090.ENSMUSP00000027871	0	0	0	0	0.050	0	0	0.504	0.508
Mtor	Tnf	10090.ENSMUSP00000099510	10090.ENSMUSP00000025263	0	0	0	0	0	0	0	0.740	0.740
Mtor	Stat5a	10090.ENSMUSP00000099510	10090.ENSMUSP00000102980	0	0	0	0	0.042	0.150	0	0.680	0.716
Sell	Tnf	10090.ENSMUSP00000027871	10090.ENSMUSP00000025263	0	0	0	0	0.138	0.100	0	0.785	0.818
Sell	Stat5a	10090.ENSMUSP00000027871	10090.ENSMUSP00000102980	0	0	0	0	0.076	0	0	0.552	0.568
Sell	Tnfrsf18	10090.ENSMUSP00000027871	10090.ENSMUSP00000099462	0	0	0	0	0.103	0	0	0.696	0.715
Stat5a	Tnf	10090.ENSMUSP00000102980	10090.ENSMUSP00000025263	0	0	0	0	0.098	0	0	0.744	0.759
Stat5a	Tnfrsf18	10090.ENSMUSP00000102980	10090.ENSMUSP00000099462	0	0	0	0	0.058	0	0	0.490	0.499
Tnf	Tnfrsf18	10090.ENSMUSP00000025263	10090.ENSMUSP00000099462	0	0	0	0	0.105	0.068	0	0.743	0.767
